DATE,VISITOR,VISITOR_PTS,HOME,HOME_PTS
2022-02-08,Boston Celtics,126.0,Brooklyn Nets,91.0
2022-02-08,Los Angeles Clippers,109.0,Memphis Grizzlies,135.0
2022-02-08,Houston Rockets,97.0,New Orleans Pelicans,110.0
2022-02-08,Detroit Pistons,86.0,Dallas Mavericks,116.0
2022-02-08,New York Knicks,115.0,Denver Nuggets,132.0
2022-02-08,Milwaukee Bucks,131.0,Los Angeles Lakers,116.0
2022-02-08,Orlando Magic,113.0,Portland Trail Blazers,95.0
2022-02-08,Minnesota Timberwolves,134.0,Sacramento Kings,114.0
2022-02-09,San Antonio Spurs,92.0,Cleveland Cavaliers,105.0
2022-02-09,Chicago Bulls,121.0,Charlotte Hornets,109.0
2022-02-09,Toronto Raptors,117.0,Oklahoma City Thunder,98.0
2022-02-09,Los Angeles Lakers,105.0,Portland Trail Blazers,107.0
2022-02-09,Minnesota Timberwolves,119.0,Sacramento Kings,132.0
2022-02-09,Golden State Warriors,85.0,Utah Jazz,111.0
2022-02-10,Memphis Grizzlies,132.0,Detroit Pistons,107.0
2022-02-10,Miami Heat,112.0,New Orleans Pelicans,97.0
2022-02-10,Brooklyn Nets,112.0,Washington Wizards,113.0
2022-02-10,Toronto Raptors,139.0,Houston Rockets,120.0
2022-02-10,Los Angeles Clippers,105.0,Dallas Mavericks,112.0
2022-02-10,New York Knicks,116.0,Golden State Warriors,114.0
2022-02-10,Milwaukee Bucks,107.0,Phoenix Suns,131.0
2022-02-11,Charlotte Hornets,141.0,Detroit Pistons,119.0
2022-02-11,Cleveland Cavaliers,120.0,Indiana Pacers,113.0
2022-02-11,Oklahoma City Thunder,87.0,Philadelphia 76ers,100.0
2022-02-11,San Antonio Spurs,136.0,Atlanta Hawks,121.0
2022-02-11,Denver Nuggets,102.0,Boston Celtics,108.0
2022-02-11,Minnesota Timberwolves,122.0,Chicago Bulls,134.0
2022-02-11,Orlando Magic,99.0,Utah Jazz,114.0
2022-02-12,New York Knicks,103.0,Portland Trail Blazers,112.0
2022-02-12,Memphis Grizzlies,125.0,Charlotte Hornets,118.0
2022-02-12,San Antonio Spurs,124.0,New Orleans Pelicans,114.0
2022-02-12,Sacramento Kings,123.0,Washington Wizards,110.0
2022-02-12,Cleveland Cavaliers,93.0,Philadelphia 76ers,103.0
2022-02-12,Denver Nuggets,110.0,Toronto Raptors,109.0
2022-02-12,Oklahoma City Thunder,101.0,Chicago Bulls,106.0
2022-02-12,Brooklyn Nets,111.0,Miami Heat,115.0
2022-02-12,Los Angeles Clippers,99.0,Dallas Mavericks,97.0
2022-02-12,Los Angeles Lakers,115.0,Golden State Warriors,117.0
2022-02-12,Orlando Magic,105.0,Phoenix Suns,132.0
2022-02-13,Atlanta Hawks,95.0,Boston Celtics,105.0
2022-02-13,Minnesota Timberwolves,129.0,Indiana Pacers,120.0
2022-02-14,Detroit Pistons,94.0,Washington Wizards,103.0
2022-02-14,Sacramento Kings,85.0,Brooklyn Nets,109.0
2022-02-14,Oklahoma City Thunder,127.0,New York Knicks,123.0
2022-02-14,San Antonio Spurs,109.0,Chicago Bulls,120.0
2022-02-14,Portland Trail Blazers,122.0,Milwaukee Bucks,107.0
2022-02-14,Toronto Raptors,90.0,New Orleans Pelicans,120.0
2022-02-14,Orlando Magic,111.0,Denver Nuggets,121.0
2022-02-14,Houston Rockets,101.0,Utah Jazz,135.0
2022-02-14,Golden State Warriors,104.0,Los Angeles Clippers,119.0
2022-02-15,Cleveland Cavaliers,116.0,Atlanta Hawks,124.0
2022-02-15,Dallas Mavericks,107.0,Miami Heat,99.0
2022-02-15,Boston Celtics,135.0,Philadelphia 76ers,87.0
2022-02-15,Indiana Pacers,119.0,Milwaukee Bucks,128.0
2022-02-15,Charlotte Hornets,120.0,Minnesota Timberwolves,126.0
2022-02-15,Memphis Grizzlies,121.0,New Orleans Pelicans,109.0
2022-02-15,Los Angeles Clippers,96.0,Phoenix Suns,103.0
2022-02-16,Atlanta Hawks,130.0,Orlando Magic,109.0
2022-02-16,Detroit Pistons,112.0,Boston Celtics,111.0
2022-02-16,Washington Wizards,108.0,Indiana Pacers,113.0
2022-02-16,Brooklyn Nets,111.0,New York Knicks,106.0
2022-02-16,Sacramento Kings,118.0,Chicago Bulls,125.0
2022-02-16,Portland Trail Blazers,123.0,Memphis Grizzlies,119.0
2022-02-16,Toronto Raptors,103.0,Minnesota Timberwolves,91.0
2022-02-16,San Antonio Spurs,114.0,Oklahoma City Thunder,106.0
2022-02-16,Houston Rockets,121.0,Phoenix Suns,124.0
2022-02-16,Denver Nuggets,117.0,Golden State Warriors,116.0
2022-02-16,Utah Jazz,101.0,Los Angeles Lakers,106.0
2022-02-17,Miami Heat,111.0,Charlotte Hornets,107.0
2022-02-17,Washington Wizards,117.0,Brooklyn Nets,103.0
2022-02-17,Dallas Mavericks,125.0,New Orleans Pelicans,118.0
2022-02-17,Philadelphia 76ers,123.0,Milwaukee Bucks,120.0
2022-02-17,Houston Rockets,111.0,Los Angeles Clippers,142.0
2022-02-24,Cleveland Cavaliers,103.0,Detroit Pistons,106.0
2022-02-24,Boston Celtics,129.0,Brooklyn Nets,106.0
2022-02-24,Atlanta Hawks,108.0,Chicago Bulls,112.0
2022-02-24,Memphis Grizzlies,114.0,Minnesota Timberwolves,119.0
2022-02-24,Phoenix Suns,124.0,Oklahoma City Thunder,104.0
2022-02-24,Golden State Warriors,132.0,Portland Trail Blazers,95.0
2022-02-24,Denver Nuggets,128.0,Sacramento Kings,110.0
2022-02-25,Toronto Raptors,93.0,Charlotte Hornets,125.0
2022-02-25,Oklahoma City Thunder,129.0,Indiana Pacers,125.0
2022-02-25,Houston Rockets,111.0,Orlando Magic,119.0
2022-02-25,San Antonio Spurs,157.0,Washington Wizards,153.0
2022-02-25,Miami Heat,115.0,New York Knicks,100.0
2022-02-25,Philadelphia 76ers,133.0,Minnesota Timberwolves,102.0
2022-02-25,New Orleans Pelicans,117.0,Phoenix Suns,102.0
2022-02-25,Dallas Mavericks,109.0,Utah Jazz,114.0
2022-02-25,Los Angeles Clippers,105.0,Los Angeles Lakers,102.0
2022-02-26,Boston Celtics,0.0,Detroit Pistons,0.0
2022-02-26,Toronto Raptors,0.0,Atlanta Hawks,0.0
2022-02-26,Memphis Grizzlies,0.0,Chicago Bulls,0.0
2022-02-26,Washington Wizards,0.0,Cleveland Cavaliers,0.0
2022-02-26,San Antonio Spurs,0.0,Miami Heat,0.0
2022-02-26,Brooklyn Nets,0.0,Milwaukee Bucks,0.0
2022-02-26,Sacramento Kings,0.0,Denver Nuggets,0.0
2022-02-27,Philadelphia 76ers,0.0,New York Knicks,0.0
2022-02-27,Utah Jazz,0.0,Phoenix Suns,0.0
2022-02-27,Boston Celtics,0.0,Indiana Pacers,0.0
2022-02-27,Detroit Pistons,0.0,Charlotte Hornets,0.0
2022-02-27,Los Angeles Clippers,0.0,Houston Rockets,0.0
2022-02-27,Dallas Mavericks,0.0,Golden State Warriors,0.0
2022-02-27,Denver Nuggets,0.0,Portland Trail Blazers,0.0
2022-02-27,New Orleans Pelicans,0.0,Los Angeles Lakers,0.0
2022-02-28,Minnesota Timberwolves,0.0,Cleveland Cavaliers,0.0
2022-02-28,Indiana Pacers,0.0,Orlando Magic,0.0
2022-02-28,Toronto Raptors,0.0,Brooklyn Nets,0.0
2022-02-28,Chicago Bulls,0.0,Miami Heat,0.0
2022-02-28,San Antonio Spurs,0.0,Memphis Grizzlies,0.0
2022-02-28,Charlotte Hornets,0.0,Milwaukee Bucks,0.0
2022-02-28,Sacramento Kings,0.0,Oklahoma City Thunder,0.0
2022-03-01,Detroit Pistons,0.0,Washington Wizards,0.0
2022-03-01,Atlanta Hawks,0.0,Boston Celtics,0.0
2022-03-01,Brooklyn Nets,0.0,Toronto Raptors,0.0
2022-03-01,Los Angeles Clippers,0.0,Houston Rockets,0.0
2022-03-01,Golden State Warriors,0.0,Minnesota Timberwolves,0.0
2022-03-01,Dallas Mavericks,0.0,Los Angeles Lakers,0.0
2022-03-02,Charlotte Hornets,0.0,Cleveland Cavaliers,0.0
2022-03-02,Indiana Pacers,0.0,Orlando Magic,0.0
2022-03-02,New York Knicks,0.0,Philadelphia 76ers,0.0
2022-03-02,Utah Jazz,0.0,Houston Rockets,0.0
2022-03-02,Miami Heat,0.0,Milwaukee Bucks,0.0
2022-03-02,Sacramento Kings,0.0,New Orleans Pelicans,0.0
2022-03-02,Oklahoma City Thunder,0.0,Denver Nuggets,0.0
2022-03-02,Portland Trail Blazers,0.0,Phoenix Suns,0.0
2022-03-03,Chicago Bulls,0.0,Atlanta Hawks,0.0
2022-03-03,Memphis Grizzlies,0.0,Boston Celtics,0.0
2022-03-03,Miami Heat,0.0,Brooklyn Nets,0.0
2022-03-03,Detroit Pistons,0.0,Toronto Raptors,0.0
2022-03-03,Golden State Warriors,0.0,Dallas Mavericks,0.0
2022-03-03,Sacramento Kings,0.0,San Antonio Spurs,0.0
2022-03-03,Los Angeles Lakers,0.0,Los Angeles Clippers,0.0
2022-03-04,Indiana Pacers,0.0,Detroit Pistons,0.0
2022-03-04,Cleveland Cavaliers,0.0,Philadelphia 76ers,0.0
2022-03-04,Atlanta Hawks,0.0,Washington Wizards,0.0
2022-03-04,Milwaukee Bucks,0.0,Chicago Bulls,0.0
2022-03-04,Orlando Magic,0.0,Toronto Raptors,0.0
2022-03-04,Utah Jazz,0.0,New Orleans Pelicans,0.0
2022-03-04,Minnesota Timberwolves,0.0,Oklahoma City Thunder,0.0
2022-03-04,Houston Rockets,0.0,Denver Nuggets,0.0
2022-03-04,New York Knicks,0.0,Phoenix Suns,0.0
2022-03-05,Sacramento Kings,0.0,Dallas Mavericks,0.0
2022-03-05,San Antonio Spurs,0.0,Charlotte Hornets,0.0
2022-03-05,Orlando Magic,0.0,Memphis Grizzlies,0.0
2022-03-05,Philadelphia 76ers,0.0,Miami Heat,0.0
2022-03-05,Portland Trail Blazers,0.0,Minnesota Timberwolves,0.0
2022-03-05,Golden State Warriors,0.0,Los Angeles Lakers,0.0
2022-03-06,Brooklyn Nets,0.0,Boston Celtics,0.0
2022-03-06,Phoenix Suns,0.0,Milwaukee Bucks,0.0
2022-03-06,Indiana Pacers,0.0,Washington Wizards,0.0
2022-03-06,Memphis Grizzlies,0.0,Houston Rockets,0.0
2022-03-06,Utah Jazz,0.0,Oklahoma City Thunder,0.0
2022-03-06,Toronto Raptors,0.0,Cleveland Cavaliers,0.0
2022-03-06,New Orleans Pelicans,0.0,Denver Nuggets,0.0
2022-03-06,New York Knicks,0.0,Los Angeles Clippers,0.0
2022-03-07,Atlanta Hawks,0.0,Detroit Pistons,0.0
2022-03-07,Chicago Bulls,0.0,Philadelphia 76ers,0.0
2022-03-07,Houston Rockets,0.0,Miami Heat,0.0
2022-03-07,Portland Trail Blazers,0.0,Minnesota Timberwolves,0.0
2022-03-07,Utah Jazz,0.0,Dallas Mavericks,0.0
2022-03-07,Los Angeles Lakers,0.0,San Antonio Spurs,0.0
2022-03-07,Golden State Warriors,0.0,Denver Nuggets,0.0
2022-03-07,New York Knicks,0.0,Sacramento Kings,0.0
2022-03-08,Brooklyn Nets,0.0,Charlotte Hornets,0.0
2022-03-08,Cleveland Cavaliers,0.0,Indiana Pacers,0.0
2022-03-08,Phoenix Suns,0.0,Orlando Magic,0.0
2022-03-08,New Orleans Pelicans,0.0,Memphis Grizzlies,0.0
2022-03-08,Milwaukee Bucks,0.0,Oklahoma City Thunder,0.0
2022-03-08,Los Angeles Clippers,0.0,Golden State Warriors,0.0
2022-03-09,Boston Celtics,0.0,Charlotte Hornets,0.0
2022-03-09,Chicago Bulls,0.0,Detroit Pistons,0.0
2022-03-09,Phoenix Suns,0.0,Miami Heat,0.0
2022-03-09,Atlanta Hawks,0.0,Milwaukee Bucks,0.0
2022-03-09,Los Angeles Lakers,0.0,Houston Rockets,0.0
2022-03-09,Oklahoma City Thunder,0.0,Minnesota Timberwolves,0.0
2022-03-09,Orlando Magic,0.0,New Orleans Pelicans,0.0
2022-03-09,New York Knicks,0.0,Dallas Mavericks,0.0
2022-03-09,Toronto Raptors,0.0,San Antonio Spurs,0.0
2022-03-09,Denver Nuggets,0.0,Sacramento Kings,0.0
2022-03-09,Portland Trail Blazers,0.0,Utah Jazz,0.0
2022-03-09,Washington Wizards,0.0,Los Angeles Clippers,0.0
2022-03-10,Brooklyn Nets,0.0,Philadelphia 76ers,0.0
2022-03-10,Golden State Warriors,0.0,Denver Nuggets,0.0
2022-03-11,Minnesota Timberwolves,0.0,Orlando Magic,0.0
2022-03-11,Los Angeles Clippers,0.0,Atlanta Hawks,0.0
2022-03-11,Detroit Pistons,0.0,Boston Celtics,0.0
2022-03-11,Dallas Mavericks,0.0,Houston Rockets,0.0
2022-03-11,New York Knicks,0.0,Memphis Grizzlies,0.0
2022-03-11,Cleveland Cavaliers,0.0,Miami Heat,0.0
2022-03-11,Charlotte Hornets,0.0,New Orleans Pelicans,0.0
2022-03-11,Utah Jazz,0.0,San Antonio Spurs,0.0
2022-03-11,Toronto Raptors,0.0,Phoenix Suns,0.0
2022-03-11,Washington Wizards,0.0,Los Angeles Lakers,0.0
2022-03-12,Cleveland Cavaliers,0.0,Chicago Bulls,0.0
2022-03-12,Minnesota Timberwolves,0.0,Miami Heat,0.0
2022-03-12,Indiana Pacers,0.0,San Antonio Spurs,0.0
2022-03-12,Milwaukee Bucks,0.0,Golden State Warriors,0.0
2022-03-12,Toronto Raptors,0.0,Denver Nuggets,0.0
2022-03-12,Washington Wizards,0.0,Portland Trail Blazers,0.0
2022-03-12,Sacramento Kings,0.0,Utah Jazz,0.0
2022-03-13,New York Knicks,0.0,Brooklyn Nets,0.0
2022-03-13,Los Angeles Clippers,0.0,Detroit Pistons,0.0
2022-03-13,Dallas Mavericks,0.0,Boston Celtics,0.0
2022-03-13,Philadelphia 76ers,0.0,Orlando Magic,0.0
2022-03-13,Indiana Pacers,0.0,Atlanta Hawks,0.0
2022-03-13,Houston Rockets,0.0,New Orleans Pelicans,0.0
2022-03-13,Memphis Grizzlies,0.0,Oklahoma City Thunder,0.0
2022-03-13,Los Angeles Lakers,0.0,Phoenix Suns,0.0
2022-03-14,Los Angeles Clippers,0.0,Cleveland Cavaliers,0.0
2022-03-14,Portland Trail Blazers,0.0,Atlanta Hawks,0.0
2022-03-14,Denver Nuggets,0.0,Philadelphia 76ers,0.0
2022-03-14,Charlotte Hornets,0.0,Oklahoma City Thunder,0.0
2022-03-14,Minnesota Timberwolves,0.0,San Antonio Spurs,0.0
2022-03-14,Washington Wizards,0.0,Golden State Warriors,0.0
2022-03-14,Chicago Bulls,0.0,Sacramento Kings,0.0
2022-03-14,Milwaukee Bucks,0.0,Utah Jazz,0.0
2022-03-14,Toronto Raptors,0.0,Los Angeles Lakers,0.0
2022-03-15,Memphis Grizzlies,0.0,Indiana Pacers,0.0
2022-03-15,Brooklyn Nets,0.0,Orlando Magic,0.0
2022-03-15,Detroit Pistons,0.0,Miami Heat,0.0
2022-03-15,Phoenix Suns,0.0,New Orleans Pelicans,0.0
2022-03-16,Atlanta Hawks,0.0,Charlotte Hornets,0.0
2022-03-16,Philadelphia 76ers,0.0,Cleveland Cavaliers,0.0
2022-03-16,Denver Nuggets,0.0,Washington Wizards,0.0
2022-03-16,Dallas Mavericks,0.0,Brooklyn Nets,0.0
2022-03-16,Portland Trail Blazers,0.0,New York Knicks,0.0
2022-03-16,Phoenix Suns,0.0,Houston Rockets,0.0
2022-03-16,Los Angeles Lakers,0.0,Minnesota Timberwolves,0.0
2022-03-16,Oklahoma City Thunder,0.0,San Antonio Spurs,0.0
2022-03-16,Chicago Bulls,0.0,Utah Jazz,0.0
2022-03-16,Boston Celtics,0.0,Golden State Warriors,0.0
2022-03-16,Milwaukee Bucks,0.0,Sacramento Kings,0.0
2022-03-16,Toronto Raptors,0.0,Los Angeles Clippers,0.0
2022-03-17,Detroit Pistons,0.0,Orlando Magic,0.0
2022-03-18,Dallas Mavericks,0.0,Philadelphia 76ers,0.0
2022-03-18,Memphis Grizzlies,0.0,Atlanta Hawks,0.0
2022-03-18,Portland Trail Blazers,0.0,Brooklyn Nets,0.0
2022-03-18,Denver Nuggets,0.0,Cleveland Cavaliers,0.0
2022-03-18,Washington Wizards,0.0,New York Knicks,0.0
2022-03-18,Los Angeles Lakers,0.0,Toronto Raptors,0.0
2022-03-18,Indiana Pacers,0.0,Houston Rockets,0.0
2022-03-18,Oklahoma City Thunder,0.0,Miami Heat,0.0
2022-03-18,New Orleans Pelicans,0.0,San Antonio Spurs,0.0
2022-03-18,Los Angeles Clippers,0.0,Utah Jazz,0.0
2022-03-18,Chicago Bulls,0.0,Phoenix Suns,0.0
2022-03-18,Boston Celtics,0.0,Sacramento Kings,0.0
2022-03-19,Milwaukee Bucks,0.0,Minnesota Timberwolves,0.0
2022-03-19,Dallas Mavericks,0.0,Charlotte Hornets,0.0
2022-03-19,Detroit Pistons,0.0,Cleveland Cavaliers,0.0
2022-03-19,Los Angeles Lakers,0.0,Washington Wizards,0.0
2022-03-20,Memphis Grizzlies,0.0,Houston Rockets,0.0
2022-03-20,Portland Trail Blazers,0.0,Indiana Pacers,0.0
2022-03-20,New Orleans Pelicans,0.0,Atlanta Hawks,0.0
2022-03-20,Oklahoma City Thunder,0.0,Orlando Magic,0.0
2022-03-20,Phoenix Suns,0.0,Sacramento Kings,0.0
2022-03-20,Utah Jazz,0.0,New York Knicks,0.0
2022-03-20,Boston Celtics,0.0,Denver Nuggets,0.0
2022-03-20,San Antonio Spurs,0.0,Golden State Warriors,0.0
2022-03-20,Toronto Raptors,0.0,Philadelphia 76ers,0.0
2022-03-21,New Orleans Pelicans,0.0,Charlotte Hornets,0.0
2022-03-21,Los Angeles Lakers,0.0,Cleveland Cavaliers,0.0
2022-03-21,Portland Trail Blazers,0.0,Detroit Pistons,0.0
2022-03-21,Miami Heat,0.0,Philadelphia 76ers,0.0
2022-03-21,Utah Jazz,0.0,Brooklyn Nets,0.0
2022-03-21,Toronto Raptors,0.0,Chicago Bulls,0.0
2022-03-21,Washington Wizards,0.0,Houston Rockets,0.0
2022-03-21,Boston Celtics,0.0,Oklahoma City Thunder,0.0
2022-03-21,Minnesota Timberwolves,0.0,Dallas Mavericks,0.0
2022-03-22,Golden State Warriors,0.0,Orlando Magic,0.0
2022-03-22,Atlanta Hawks,0.0,New York Knicks,0.0
2022-03-22,Chicago Bulls,0.0,Milwaukee Bucks,0.0
2022-03-22,Los Angeles Clippers,0.0,Denver Nuggets,0.0
2022-03-23,New York Knicks,0.0,Charlotte Hornets,0.0
2022-03-23,Atlanta Hawks,0.0,Detroit Pistons,0.0
2022-03-23,Sacramento Kings,0.0,Indiana Pacers,0.0
2022-03-23,Utah Jazz,0.0,Boston Celtics,0.0
2022-03-23,Brooklyn Nets,0.0,Memphis Grizzlies,0.0
2022-03-23,Golden State Warriors,0.0,Miami Heat,0.0
2022-03-23,Phoenix Suns,0.0,Minnesota Timberwolves,0.0
2022-03-23,Orlando Magic,0.0,Oklahoma City Thunder,0.0
2022-03-23,Houston Rockets,0.0,Dallas Mavericks,0.0
2022-03-23,Philadelphia 76ers,0.0,Los Angeles Lakers,0.0
2022-03-23,San Antonio Spurs,0.0,Portland Trail Blazers,0.0
2022-03-24,Cleveland Cavaliers,0.0,Toronto Raptors,0.0
2022-03-24,Indiana Pacers,0.0,Memphis Grizzlies,0.0
2022-03-24,Washington Wizards,0.0,Milwaukee Bucks,0.0
2022-03-24,Chicago Bulls,0.0,New Orleans Pelicans,0.0
2022-03-24,Phoenix Suns,0.0,Denver Nuggets,0.0
2022-03-25,Utah Jazz,0.0,Charlotte Hornets,0.0
2022-03-25,Washington Wizards,0.0,Detroit Pistons,0.0
2022-03-25,Golden State Warriors,0.0,Atlanta Hawks,0.0
2022-03-25,New York Knicks,0.0,Miami Heat,0.0
2022-03-25,Dallas Mavericks,0.0,Minnesota Timberwolves,0.0
2022-03-25,Houston Rockets,0.0,Portland Trail Blazers,0.0
2022-03-25,Philadelphia 76ers,0.0,Los Angeles Clippers,0.0
2022-03-26,San Antonio Spurs,0.0,New Orleans Pelicans,0.0
2022-03-26,Sacramento Kings,0.0,Orlando Magic,0.0
2022-03-26,Indiana Pacers,0.0,Toronto Raptors,0.0
2022-03-26,Chicago Bulls,0.0,Cleveland Cavaliers,0.0
2022-03-26,Milwaukee Bucks,0.0,Memphis Grizzlies,0.0
2022-03-26,Brooklyn Nets,0.0,Miami Heat,0.0
2022-03-26,Oklahoma City Thunder,0.0,Denver Nuggets,0.0
2022-03-26,Houston Rockets,0.0,Portland Trail Blazers,0.0
2022-03-27,New York Knicks,0.0,Detroit Pistons,0.0
2022-03-27,Minnesota Timberwolves,0.0,Boston Celtics,0.0
2022-03-27,Philadelphia 76ers,0.0,Phoenix Suns,0.0
2022-03-27,Golden State Warriors,0.0,Washington Wizards,0.0
2022-03-27,Los Angeles Lakers,0.0,New Orleans Pelicans,0.0
2022-03-27,Charlotte Hornets,0.0,Brooklyn Nets,0.0
2022-03-27,Utah Jazz,0.0,Dallas Mavericks,0.0
2022-03-28,Denver Nuggets,0.0,Charlotte Hornets,0.0
2022-03-28,Orlando Magic,0.0,Cleveland Cavaliers,0.0
2022-03-28,Atlanta Hawks,0.0,Indiana Pacers,0.0
2022-03-28,Sacramento Kings,0.0,Miami Heat,0.0
2022-03-28,Chicago Bulls,0.0,New York Knicks,0.0
2022-03-28,Boston Celtics,0.0,Toronto Raptors,0.0
2022-03-28,San Antonio Spurs,0.0,Houston Rockets,0.0
2022-03-28,Golden State Warriors,0.0,Memphis Grizzlies,0.0
2022-03-28,Oklahoma City Thunder,0.0,Portland Trail Blazers,0.0
2022-03-29,Milwaukee Bucks,0.0,Philadelphia 76ers,0.0
2022-03-29,Chicago Bulls,0.0,Washington Wizards,0.0
2022-03-29,Detroit Pistons,0.0,Brooklyn Nets,0.0
2022-03-29,Los Angeles Lakers,0.0,Dallas Mavericks,0.0
2022-03-29,Utah Jazz,0.0,Los Angeles Clippers,0.0
2022-03-30,Dallas Mavericks,0.0,Cleveland Cavaliers,0.0
2022-03-30,Denver Nuggets,0.0,Indiana Pacers,0.0
2022-03-30,Orlando Magic,0.0,Washington Wizards,0.0
2022-03-30,Miami Heat,0.0,Boston Celtics,0.0
2022-03-30,Charlotte Hornets,0.0,New York Knicks,0.0
2022-03-30,Minnesota Timberwolves,0.0,Toronto Raptors,0.0
2022-03-30,Sacramento Kings,0.0,Houston Rockets,0.0
2022-03-30,Atlanta Hawks,0.0,Oklahoma City Thunder,0.0
2022-03-30,Memphis Grizzlies,0.0,San Antonio Spurs,0.0
2022-03-30,Phoenix Suns,0.0,Golden State Warriors,0.0
2022-03-30,New Orleans Pelicans,0.0,Portland Trail Blazers,0.0
2022-03-31,Philadelphia 76ers,0.0,Detroit Pistons,0.0
2022-03-31,Cleveland Cavaliers,0.0,Atlanta Hawks,0.0
2022-03-31,Milwaukee Bucks,0.0,Brooklyn Nets,0.0
2022-03-31,Los Angeles Clippers,0.0,Chicago Bulls,0.0
2022-03-31,Los Angeles Lakers,0.0,Utah Jazz,0.0
2022-04-01,Toronto Raptors,0.0,Orlando Magic,0.0
2022-04-01,Dallas Mavericks,0.0,Washington Wizards,0.0
2022-04-01,Indiana Pacers,0.0,Boston Celtics,0.0
2022-04-01,Sacramento Kings,0.0,Houston Rockets,0.0
2022-04-01,Phoenix Suns,0.0,Memphis Grizzlies,0.0
2022-04-01,Los Angeles Clippers,0.0,Milwaukee Bucks,0.0
2022-04-01,Detroit Pistons,0.0,Oklahoma City Thunder,0.0
2022-04-01,Portland Trail Blazers,0.0,San Antonio Spurs,0.0
2022-04-01,Minnesota Timberwolves,0.0,Denver Nuggets,0.0
2022-04-01,New Orleans Pelicans,0.0,Los Angeles Lakers,0.0
2022-04-02,Charlotte Hornets,0.0,Philadelphia 76ers,0.0
2022-04-02,Cleveland Cavaliers,0.0,New York Knicks,0.0
2022-04-02,Brooklyn Nets,0.0,Atlanta Hawks,0.0
2022-04-02,Miami Heat,0.0,Chicago Bulls,0.0
2022-04-02,Utah Jazz,0.0,Golden State Warriors,0.0
2022-04-03,Dallas Mavericks,0.0,Milwaukee Bucks,0.0
2022-04-03,Washington Wizards,0.0,Boston Celtics,0.0
2022-04-03,Denver Nuggets,0.0,Los Angeles Lakers,0.0
2022-04-03,Detroit Pistons,0.0,Indiana Pacers,0.0
2022-04-03,Philadelphia 76ers,0.0,Cleveland Cavaliers,0.0
2022-04-03,New York Knicks,0.0,Orlando Magic,0.0
2022-04-03,Minnesota Timberwolves,0.0,Houston Rockets,0.0
2022-04-03,Miami Heat,0.0,Toronto Raptors,0.0
2022-04-03,Portland Trail Blazers,0.0,San Antonio Spurs,0.0
2022-04-03,Phoenix Suns,0.0,Oklahoma City Thunder,0.0
2022-04-03,Golden State Warriors,0.0,Sacramento Kings,0.0
2022-04-03,New Orleans Pelicans,0.0,Los Angeles Clippers,0.0
2022-04-05,Philadelphia 76ers,0.0,Indiana Pacers,0.0
2022-04-05,Cleveland Cavaliers,0.0,Orlando Magic,0.0
2022-04-05,Houston Rockets,0.0,Brooklyn Nets,0.0
2022-04-05,Charlotte Hornets,0.0,Miami Heat,0.0
2022-04-05,Atlanta Hawks,0.0,Toronto Raptors,0.0
2022-04-05,Milwaukee Bucks,0.0,Chicago Bulls,0.0
2022-04-05,Washington Wizards,0.0,Minnesota Timberwolves,0.0
2022-04-05,Portland Trail Blazers,0.0,Oklahoma City Thunder,0.0
2022-04-05,San Antonio Spurs,0.0,Denver Nuggets,0.0
2022-04-05,Memphis Grizzlies,0.0,Utah Jazz,0.0
2022-04-05,New Orleans Pelicans,0.0,Sacramento Kings,0.0
2022-04-05,Los Angeles Lakers,0.0,Phoenix Suns,0.0
2022-04-06,Dallas Mavericks,0.0,Detroit Pistons,0.0
2022-04-06,Brooklyn Nets,0.0,New York Knicks,0.0
2022-04-06,Boston Celtics,0.0,Chicago Bulls,0.0
2022-04-06,Washington Wizards,0.0,Atlanta Hawks,0.0
2022-04-06,Oklahoma City Thunder,0.0,Utah Jazz,0.0
2022-04-06,Phoenix Suns,0.0,Los Angeles Clippers,0.0
2022-04-07,Orlando Magic,0.0,Charlotte Hornets,0.0
2022-04-07,Boston Celtics,0.0,Milwaukee Bucks,0.0
2022-04-07,Philadelphia 76ers,0.0,Toronto Raptors,0.0
2022-04-07,San Antonio Spurs,0.0,Minnesota Timberwolves,0.0
2022-04-07,Portland Trail Blazers,0.0,New Orleans Pelicans,0.0
2022-04-07,Memphis Grizzlies,0.0,Denver Nuggets,0.0
2022-04-07,Los Angeles Lakers,0.0,Golden State Warriors,0.0
2022-04-08,New York Knicks,0.0,Washington Wizards,0.0
2022-04-08,Milwaukee Bucks,0.0,Detroit Pistons,0.0
2022-04-08,Cleveland Cavaliers,0.0,Brooklyn Nets,0.0
2022-04-08,Houston Rockets,0.0,Toronto Raptors,0.0
2022-04-08,Atlanta Hawks,0.0,Miami Heat,0.0
2022-04-08,Charlotte Hornets,0.0,Chicago Bulls,0.0
2022-04-08,Portland Trail Blazers,0.0,Dallas Mavericks,0.0
2022-04-08,Phoenix Suns,0.0,Utah Jazz,0.0
2022-04-08,Oklahoma City Thunder,0.0,Los Angeles Lakers,0.0
2022-04-09,Sacramento Kings,0.0,Los Angeles Clippers,0.0
2022-04-09,Golden State Warriors,0.0,San Antonio Spurs,0.0
2022-04-09,New Orleans Pelicans,0.0,Memphis Grizzlies,0.0
2022-04-09,Indiana Pacers,0.0,Philadelphia 76ers,0.0
2022-04-10,Utah Jazz,0.0,Portland Trail Blazers,0.0
2022-04-10,Sacramento Kings,0.0,Phoenix Suns,0.0
